language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
Mesqan,,mvz,
Mwatebu,,mwa,
Juwal,,mwb,
Are,,mwc,
Mwera (Chimwera),,mwe,
Murrinh-Patha,,mwf,
Aiklep,,mwg,
Mouk-Aria,,mwh,
Ninde,,mwi,
Kita Maninkakan,,mwk,
Mirandese,,mwl,
Sar,,mwm,
Nyamwanga,,mwn,
Central Maewo,,mwo,
Kala Lagaw Ya,,mwp,
"Chin, Müün",mwq_Latn,mwq,
Mwimbi-Muthambi,,mws,
Moken,,mwt,
Mittu,,mwu,
Mentawai,mwv_Latn,mwv,
Hmong Daw,,mww,
Moingi,,mwz,
Northwest Oaxaca Mixtec,,mxa,
"Mixtec, Tezoatlán",mxb_Latn,mxb,
Manyika,,mxc,
Modang,,mxd,
Mele-Fila,,mxe,
Malgbe,,mxf,
Mbangala,,mxg,
Mvuba,,mxh,
Mozarabic,,mxi,
Miju-Mishmi,,mxj,
Monumbo,,mxk,
Maxi Gbe,,mxl,
Meramera,,mxm,
Moi (Indonesia),,mxn,
Mbowe,,mxo,
Tlahuitoltepec Mixe,,mxp,
"Mixe, Juquila",mxq_Latn,mxq,
Murik (Malaysia),,mxr,
Huitepec Mixtec,mxs_Latn,mxs,
"Mixtec, Jamiltepec",mxt_Latn,mxt,
Mada (Cameroon),mxu_Latn,mxu,
"Mixtec, Metlatónoc",mxv_Latn,mxv,
Namo,,mxw,
Mawukakan,,mxx,
Southeastern Nochixtlán Mixtec,mxy_Latn,mxy,
Central Masela,,mxz,
Burmese,mya_Mymr,mya,my
Mbay,myb_Latn,myb,
Mayeka,,myc,
Myene,,mye,
Bambassi,,myf,
Manta,,myg,
Makah,,myh,
Mangayat,,myj,
"Sénoufo, Mamara",myk_Latn,myk,
Moma,,myl,
Me'en,,mym,
Anfillo,,myo,
Pirahã,,myp,
Muniche,,myr,
Mesmes,,mys,
Mundurukú,,myu,
Erzya,myv_Cyrl,myv,
Muyuw,,myw,
Masaaba,myx_Latn,myx,
Macuna,myy_Latn,myy,
Classical Mandaic,,myz,
"Mixtec, Santa María Zacatepec",mza_Latn,mza,
Tumzabt,,mzb,
Malimba,,mzd,
Morawa,,mze,
Wichí Lhamtés Güisnay,,mzh,
"Mazatec, Ixcatlán",mzi_Latn,mzi,
Manya,mzj_Latn,mzj,
"Mambila, Nigeria",mzk_Latn,mzk,
Mazatlán Mixe,mzl_Latn,mzl,
Mumuye,mzm_Latn,mzm,
Mazanderani,,mzn,
Matipuhy,,mzo,
Movima,,mzp,
Mori Atas,,mzq,
Marúbo,,mzr,
Macanese,,mzs,
Mintil,,mzt,
Inapang,,mzu,
Manza,,mzv,
Deg,mzw_Latn,mzw,
Maiadomu,,mzz,
Namla,,naa,
"Nambikuára, Southern",nab_Latn,nab,
Narak,,nac,
Naka'ela,,nae,
Nabak,,naf,
Nagamese,nag_Latn,nag,
Nalu,,naj,
Nakanai,,nak,
Nalik,nal_Latn,nal,
Ngan'gityemerri,,nam,
Naaba,,nao,
Neapolitan,nap_Latn,nap,
Nama (Namibia),,naq,
Iguta,,nar,
Naasioi,nas_Latn,nas,
Hungworo,,nat,
Nauru,,nau,na
Navajo,,nav,nv
Nawuri,naw_Latn,naw,
Nakwi,,nax,
Ngarrindjeri,,nay,
Coatepec Nahuatl,,naz,
Nyemba,,nba,
Ndoe,,nbb,
Chang Naga,,nbc,
Ngbinda,,nbd,
Konyak Naga,,nbe,
Ngamo,nbh_Latn,nbh,
Mao Naga,,nbi,
Ngarinyman,,nbj,
Nake,,nbk,
Ngbaka Ma'bo,,nbm,
Kuri,,nbn,
Nkukoli,,nbo,
Nnam,,nbp,
Nggem,,nbq,
Numana,,nbr,
Na,,nbt,
Rongmei Naga,,nbu,
Ngamambo,,nbv,
Southern Ngbandi,,nbw,
Ningera,,nby,
Iyo,nca_Latn,nca,
Central Nicobarese,,ncb,
Ponam,,ncc,
Nachering,,ncd,
Yale,,nce,
Notsi,ncf_Latn,ncf,
Nisga'a,,ncg,
"Nahuatl, Central Huasteca",nch_Latn,nch,
Nahuatl,,nci,
"Nahuatl, Northern Puebla",ncj_Latn,ncj,
Na-kara,,nck,
"Nahuatl, Michoacán",ncl_Latn,ncl,
Nambo,,ncm,
Nauna,,ncn,
Sibe,nco_Latn,nco,
Northern Katang,,ncq,
Ncane,,ncr,
Chothe Naga,,nct,
Chumburung,ncu_Latn,ncu,
Central Puebla Nahuatl,ncx_Latn,ncx,
Natchez,,ncz,
Ndasa,,nda,
Kenswei Nsei,,ndb,
Ndau,,ndc,
Nde-Nsele-Nta,,ndd,
North Ndebele,,nde,nd
Ndengereko,,ndg,
Ndali,,ndh,
Samba Leko,ndi_Latn,ndi,
Ndamba,ndj_Latn,ndj,
Ndaka,,ndk,
Ndolo,,ndl,
Ndam,,ndm,
Ngundi,,ndn,
Ndonga,ndo_Latn,ndo,ng
Kebu,ndp_Latn,ndp,
Ndombe,,ndq,
Ndoola,,ndr,
Low Saxon,,nds,
Ndunga,,ndt,
Dugun,,ndu,
Ndut,ndv_Latn,ndv,
Ndobo,,ndw,
Nduga,,ndx,
Lutos,ndy_Latn,ndy,
Ndogo,ndz_Latn,ndz,
Eastern Ngad'a,,nea,
Toura,neb_Latn,neb,
Nedebang,,nec,
Nêlêmwa-Nixumwak,,nee,
Negidal,,neg,
Nyenkha,,neh,
Neko,,nej,
Neku,,nek,
Nemi,,nem,
Nengone,,nen,
Nepali (macrolanguage),nep_Deva,nep,ne
North Central Mixe,,neq,
Yahadian,,ner,
Bhoti Kinnauri,,nes,
Nete,,net,
Nyaheun,,nev,
Newar,new_Deva,new,
Neme,,nex,
Neyo,,ney,
Nez Perce,,nez,
Dhao,nfa_Latn,nfa,
Ahwai,,nfd,
Ayiwo,,nfl,
Nafaanra,nfr_Latn,nfr,
Mfumte,,nfu,
Ngbaka,nga_Latn,nga,
Northern Ngbandi,,ngb,
Ngombe (Democratic Republic of Congo),,ngc,
Ngando (Central African Republic),,ngd,
Ngemba,,nge,
Ngbaka Manza,,ngg,
Nǁng,,ngh,
Ngizim,ngi_Latn,ngi,
Ngie,,ngj,
Dalabon,,ngk,
Lomwe,ngl_Latn,ngl,
Ngwo,,ngn,
Ngulu,ngp_Latn,ngp,
Ngurimi,,ngq,
Engdewu,,ngr,
Gvoko,,ngs,
Ngeq,,ngt,
"Nahuatl, Guerrero",ngu_Latn,ngu,
Nagumi,,ngv,
Ngwaba,,ngw,
Nggwahyi,,ngx,
Tibea,,ngy,
Ngungwel,,ngz,
Nhanda,,nha,
Beng,,nhb,
Tabasco Nahuatl,,nhc,
Chiripá,,nhd,
"Nahuatl, Eastern Huasteca",nhe_Latn,nhe,
Nhuwala,,nhf,
Tetelcingo Nahuatl,nhg_Latn,nhg,
Nahari,,nhh,
"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",nhi_Latn,nhi,
Isthmus-Cosoleacaque Nahuatl,,nhk,
Morelos Nahuatl,,nhm,
Central Nahuatl,nhn_Latn,nhn,
Takuu,,nho,
Isthmus-Pajapan Nahuatl,,nhp,
Huaxcaleca Nahuatl,nhq_Latn,nhq,
Naro,,nhr,
Ometepec Nahuatl,,nht,
Noone,nhu_Latn,nhu,
Temascaltepec Nahuatl,,nhv,
"Nahuatl, Western Huasteca",nhw_Latn,nhw,
"Nahuatl, Isthmus-Mecayapan",nhx_Latn,nhx,
"Nahuatl, Northern Oaxaca",nhy_Latn,nhy,
Santa María La Alta Nahuatl,,nhz,
Nias,nia_Latn,nia,
Nakame,,nib,
Ngandi,,nid,
Niellim,,nie,
Nek,,nif,
Ngalakgan,,nig,
Nyiha (Tanzania),,nih,
Nii,,nii,
Ngaju,nij_Latn,nij,
Southern Nicobarese,,nik,
Nila,,nil,
Nilamba,nim_Latn,nim,
Ninzo,nin_Latn,nin,
Nganasan,,nio,
Nandi,,niq,
Nimboran,,nir,
Nimi,,nis,
Southeastern Kolami,,nit,
Niuean,,niu,
Gilyak,,niv,
Nimo,,niw,
Hema,,nix,
Ngiti,,niy,
Ningil,,niz,
Nzanyi,nja_Latn,nja,
Nocte Naga,,njb,
Lotha Naga,,njh,
Gudanji,,nji,
Njen,,njj,
Njalgulgule,,njl,
Angami Naga,,njm,
Liangmai Naga,,njn,
Ao Naga,,njo,
Njerep,,njr,
Nisa,,njs,
Ngadjunmaya,,nju,
Kunyi,,njx,
Njyem,,njy,
Nyishi,,njz,
Nkoya,,nka,
Khoibu Naga,,nkb,
Nkongho,,nkc,
Koireng,,nkd,
Duke,,nke,
Nekgini,,nkg,
Khezha,,nkh,
Thangal Naga,,nki,
Nakai,,nkj,
Nokuku,,nkk,
Namat,,nkm,
Nkangala,,nkn,
Nkonya,nko_Latn,nko,
Niuatoputapu,,nkp,
Nkami,,nkq,
Nukuoro,,nkr,
North Asmat,,nks,
Nyika (Tanzania),,nkt,
Bouna Kulango,,nku,
Nyika (Malawi and Zambia),,nkv,
Nkutu,,nkw,
Nkoroo,,nkx,
Nkari,,nkz,
Ngombale,nla_Latn,nla,
Nalca,nlc_Latn,nlc,
Dutch,nld_Latn,nld,nl
East Nyala,,nle,
Gela,nlg_Latn,nlg,
Grangali,,nli,
Nyali,,nlj,
"Yali, Ninia",nlk_Latn,nlk,
Nihali,,nll,
Mankiyali,,nlm,
Ngul,,nlo,
Nchumbulu,,nlu,
Orizaba Nahuatl,nlv_Latn,nlv,
Nahali,,nlx,
Nyamal,,nly,
Nalögo,,nlz,
Maram Naga,,nma,
V'ënen Taut,,nmb,
Ngam,,nmc,
Ndumu,,nmd,
Mzieme Naga,,nme,
Tangkhul Naga (India),,nmf,
Kwasio,nmg_Latn,nmg,
Monsang Naga,,nmh,
Nyam,,nmi,
Namakura,,nmk,
Ndemli,,nml,
Manangba,,nmm,
ǃXóõ,,nmn,
Moyon Naga,,nmo,
Nimanbur,,nmp,
Nambya,,nmq,
Nimbari,,nmr,
Letemboi,,nms,
Namonuito,,nmt,
Northeast Maidu,,nmu,
Ngamini,,nmv,
Rifao,,nmw,
Nama (Papua New Guinea),,nmx,
Namuyi,,nmy,
Nawdm,nmz_Latn,nmz,
Nyangumarta,,nna,
Nande,nnb_Latn,nnb,
Nancere,,nnc,
West Ambae,,nnd,
Ngandyera,,nne,
Ngaing,,nnf,
Maring Naga,,nng,
Ngiemboon,nnh_Latn,nnh,
North Nuaulu,,nni,
Nyangatom,,nnj,
Nankina,,nnk,
Northern Rengma Naga,,nnl,
Namia,,nnm,
Ngete,,nnn,
Norwegian Nynorsk,nno_Latn,nno,nn
Wancho Naga,,nnp,
Ngindo,nnq_Latn,nnq,
Narungga,,nnr,
Nanticoke,,nnt,
Dwang,,nnu,
Nugunu (Australia),,nnv,
"Nuni, Southern",nnw_Latn,nnw,
Nyangga,,nny,
Nda'nda',,nnz,
Woun Meu,noa_Latn,noa,
Norwegian Bokmål,nob_Latn,nob,nb
Nuk,,noc,
"Thai, Northern",nod_Thai,nod,
Nimadi,noe_Deva,noe,
Nomane,,nof,
Nogai,nog_Cyrl,nog,
Nomu,,noh,
Noiri,,noi,
Nonuya,,noj,
Nooksack,,nok,
Old Norse,,non,
Numanggang,,nop,
Ngongo,,noq,
Norwegian,,nor,no
Eastern Nisu,,nos,
Nomatsigenga,not_Latn,not,
Ewage-Notu,,nou,
Nyambo,,now,
Noy,,noy,
Nayi,,noz,
Nar Phu,,npa,
Phom Naga,,nph,
Nepali,npi_Deva,npi,
"Nahuatl, Southeastern Puebla",npl_Latn,npl,
Mondropolon,,npn,
Pochuri Naga,,npo,
Nipsan,,nps,
Napu,npy_Latn,npy,
Southern Nago,,nqg,
Kura Ede Nago,,nqk,
Ngendelengo,,nql,
Ndom,,nqm,
Nen,,nqn,
Nteng,,nqt,
Ngom,,nra,
Nara,,nrb,
Noric,,nrc,
Southern Rengma Naga,,nre,
Jèrriais,,nrf,
Narango,,nrg,
Chokri Naga,,nri,
Ngarla,,nrk,
Ngarluma,,nrl,
Narom,,nrm,
Northern Kalapuya,,nrt,
Narua,,nru,
Lala,,nrz,
Sangtam Naga,,nsa,
Lower Nossob,,nsb,
Southern Nisu,,nsd,
Nsenga,,nse,
Northwestern Nisu,,nsf,
Ngasa,,nsg,
Ngoshie,,nsh,
Naskapi,,nsk,
Sumi Naga,,nsm,
Nehan,,nsn,
"Sotho, Northern",nso_Latn,nso,
Northern Sierra Miwok,,nsq,
Nali,,nss,
"Naga, Tangshang",nst_Latn,nst,
"Nahuatl, Sierra Negra",nsu_Latn,nsu,
Navut,,nsw,
Nsongo,,nsx,
Nasal,,nsy,
Nisenan,,nsz,
Northern Tidung,,ntd,
Nathembo,,nte,
Natioro,,nti,
Ngaanyatjarra,,ntj,
Ikoma-Nata-Isenye,,ntk,
Nateni,ntm_Latn,ntm,
Ntomba,,nto,
Northern Tepehuan,,ntp,
Delo,ntr_Latn,ntr,
Natügu,,ntu,
Nottoway,,ntw,
Mantsi,,nty,
Natanzi,,ntz,
Yuanga,,nua,
Nukuini,,nuc,
Ngala,,nud,
Ngundu,,nue,
Nusu,,nuf,
Nungali,,nug,
Ndunda,,nuh,
Ngumbi,,nui,
Nyole,nuj_Latn,nuj,
Nuu-chah-nulth,,nuk,
Nusa Laut,,nul,
Niuafo'ou,,num,
Anong,,nun,
Nguôn,,nuo,
Nupe-Nupe-Tako,nup_Latn,nup,
Nukumanu,,nuq,
Nukuria,,nur,
Nuer,nus_Latn,nus,
Nung (Viet Nam),,nut,
Ngbundu,,nuu,
Northern Nuni,,nuv,
Nguluwan,,nuw,
Mehek,,nux,
Nunggubuyu,,nuy,
"Nahuatl, Tlamacazapa",nuz_Latn,nuz,
Nasarian,,nvh,
Namiae,,nvm,
Nyokon,,nvo,
Nawathinehena,,nwa,
Nyabwa,nwb_Latn,nwb,
Ngwe,,nwe,
Southwest Tanna,,nwi,
Nyamusa-Molo,,nwm,
Nauo,,nwo,
Nawaru,,nwr,
Nauete,,nxa,
Ngando (Democratic Republic of Congo),,nxd,
Nage,,nxe,
Ngad'a,,nxg,
Nindi,,nxi,
South Nuaulu,,nxl,
Ngawun,,nxn,
Ndambomo,,nxo,
Naxi,nxq_Latn,nxq,
Ninggerum,,nxr,
Nafri,,nxx,
Chichewa,nya_Latn,nya,ny
Nyanja,nya_Latn,nya,ny
Nyangbo,,nyb,
Nyanga-li,,nyc,
Olunyole,,nyd,
Nyengo,,nye,
Kigiryama,nyf_Latn,nyf,
Nyindu,,nyg,
Nyikina,,nyh,
Ama (Sudan),,nyi,
Nyanga,,nyj,
Nyaneka,,nyk,
Nyeu,,nyl,
Nyamwezi,,nym,
Nyankore,nyn_Latn,nyn,
Nyoro,nyo_Latn,nyo,
Nyang'i,,nyp,
Nayini,,nyq,
Nyiha (Malawi),,nyr,
Nyungar,,nys,
Nyawaygi,,nyt,
Nyungwe,nyu_Latn,nyu,
Nyulnyul,,nyv,
Nyaw,,nyw,
Nganyaywana,,nyx,
Nyakyusa-Ngonde,nyy_Latn,nyy,
Tigon Mbembe,,nza,
Njebi,,nzb,
Nzadi,,nzd,
Nzema,nzi_Latn,nzi,
Nzakara,,nzk,
Zeme Naga,nzm_Latn,nzm,
Teke-Nzikou,,nzu,
Nzakambay,,nzy,
Nanga Dama Dogon,,nzz,
Orok,,oaa,
Oroch,,oac,
Old Aramaic (up to 700 BCE),,oar,
Obispeño,,obi,
Oblo,,obl,
"Manobo, Obo",obo_Latn,obo,
Old Burmese,,obr,
Obulom,,obu,
Ocaina,,oca,
Old Chinese,,och,
Occitan,oci_Latn,oci,oc
Atzingo Matlatzinca,,ocu,
Od,odk_Arab,odk,
Old Dutch,,odt,
Odual,odu_Latn,odu,
Ofo,,ofo,
Old Frisian,,ofs,
Efutop,,ofu,
Ogbia,,ogb,
Ogbah,,ogc,
Old Georgian,,oge,
Ogbogolo,,ogg,
Khana,ogo_Latn,ogo,
Ogbronuagum,,ogu,
Oirata,,oia,
Inebu One,,oin,
Northwestern Ojibwa,ojb_Cans,ojb,
"Ojibwa, Northwestern",,ojb-script_latin,
Central Ojibwa,,ojc,
Eastern Ojibwa,,ojg,
Old Japanese,,ojp,
Severn Ojibwa,,ojs,
Ontong Java,,ojv,
Western Ojibwa,,ojw,
Okanagan,,oka,
Okobo,,okb,
Okodia,,okd,
Okpe (Southwestern Edo),,oke,
Koresh-e Rostam,,okh,
Okiek,,oki,
Oko-Juwoi,,okj,
Kwamtim One,,okk,
Oki-No-Erabu,,okn,
Kirike,,okr,
Oko-Eni-Osayen,,oks,
Oku,oku_Latn,oku,
Orokaiva,,okv,
Okpe (Northwestern Edo),,okx,
Walungge,,ola,
Mochi,old_Latn,old,
Olekha,,ole,
Oloma,,olm,
Livvi,,olo,
Olrat,,olr,
Kuvale,,olu,
Omaha-Ponca,,oma,
East Ambae,,omb,
Mochica,,omc,
Omagua,,omg,
Omi,,omi,
Omok,,omk,
Ombo,,oml,
Utarmbung,,omo,
Old Marathi,,omr,
Omotik,,omt,
Omurano,,omu,
"Tairora, South",omw_Latn,omw,
Old Mon,,omx,
Ona,,ona,
Lingao,onb_Latn,onb,
Oneida,,one,
Olo,,ong,
Onin,,oni,
Onjob,,onj,
Kabore One,,onk,
Onobasulu,,onn,
Onondaga,,ono,
Sartang,,onp,
Northern One,,onr,
Ono,,ons,
Unua,,onu,
Old Nubian,,onw,
Tohono O’odham,ood_Latn,ood,
Ong,,oog,
Önge,,oon,
Oorlams,,oor,
Old Ossetic,,oos,
Okpamheri,,opa,
Kopkaka,,opk,
Oksapmin,,opm,
Opao,,opo,
Opata,,opt,
Ofayé,,opy,
Oroha,,ora,
Orma,orc_Latn,orc,
Orejón,,ore,
Oring,,org,
Oroqen,,orh,
Oromo,orm_Latn,orm,om
Orang Kanaq,,orn,
Orokolo,,oro,
Oruma,,orr,
Orang Seletar,,ors,
Adivasi Oriya,,ort,
Ormuri,oru_Arab,oru,
Old Russian,,orv,
Oro Win,,orw,
Oro,,orx,
Odia,ory_Orya,ory,
Ormu,,orz,
Osage,,osa,
Oscan,,osc,
Osing,,osi,
Ososo,,oso,
Old Spanish,,osp,
Ossetic,oss_Cyrl,oss,os
Osatu,,ost,
Southern One,,osu,
Old Saxon,,osx,
Ot Danum,,otd,
"Otomi, Mezquital",ote_Latn,ote,
Oti,,oti,
Tilapa Otomi,,otl,
Eastern Highland Otomi,,otm,
Tenango Otomi,,otn,
"Otomi, Querétaro",otq_Latn,otq,
Otoro,,otr,
Estado de México Otomi,,ots,
Temoaya Otomi,,ott,
Otuke,,otu,
Ottawa,,otw,
Texcatepec Otomi,,otx,
Old Tamil,,oty,
Ixtenco Otomi,,otz,
Tagargrent,,oua,
Glio-Oubi,,oub,
Oune,,oue,
Old Uighur,,oui,
Ouma,,oum,
Owiniga,,owi,
Old Welsh,,owl,
Oy,,oyb,
Oyda,,oyd,
Wayampi,,oym,
Oya'oya,,oyy,
Koonzime,ozm_Latn,ozm,
Parecís,pab_Latn,pab,
Pacoh,,pac,
Paumarí,pad_Latn,pad,
Pagibete,,pae,
Paranawát,,paf,
Pangasinan,pag_Latn,pag,
Tenharim,,pah,
Pe,,pai,
Parakanã,,pak,
Pahlavi,,pal,
Kapampangan,pam_Latn,pam,
"Punjabi, Eastern",pan_Guru,pan,pa
Punjabi,pan_Guru,pan,pa
"Paiute, Northern",pao_Latn,pao,
Papiamentu,pap_Latn,pap,
Parya,,paq,
Timbisha,,par,
Papasena,,pas,
Palauan,pau_Latn,pau,
Pakaásnovos,,pav,
Pawnee,,paw,
Pech,,pay,
Pankararú,,paz,
Nasa,pbb_Latn,pbb,
Patamona,pbc_Latn,pbc,
Mezontla Popoloca,,pbe,
Coyotepec Popoloca,,pbf,
Paraujano,,pbg,
E'ñapa Woromaipu,,pbh,
Parkwa,pbi_Latn,pbi,
Mak (Nigeria),,pbl,
Kpasam,,pbn,
Papel,,pbo,
Badyara,,pbp,
Pangwa,,pbr,
Central Pame,pbs_Latn,pbs,
Southern Pashto,pbt_Arab,pbt,
Northern Pashto,pbu_Arab,pbu,
Pnar,,pbv,
Pyu (Papua New Guinea),,pby,
Santa Inés Ahuatempan Popoloca,,pca,
Pear,,pcb,
Bouyei,,pcc,
Picard,,pcd,
"Palaung, Ruching",pce_Thai,pce,
Paliyan,,pcf,
Paniya,,pcg,
Duruwa,,pci,
Parenga,,pcj,
Paite Chin,,pck,
Pardhi,,pcl,
"Pidgin, Nigerian",pcm_Latn,pcm,
Piti,,pcn,
Pacahuara,,pcp,
Pyapun,,pcw,
Anam,,pda,
Pennsylvania German,,pdc,
Pa Di,,pdi,
Podena,,pdn,
Padoe,,pdo,
Plautdietsch,,pdt,
Kayan,,pdu,
Peranakan Indonesian,,pea,
Eastern Pomo,,peb,
Mala (Papua New Guinea),,ped,
Taje,,pee,
Northeastern Pomo,,pef,
Pengo,,peg,
Bonan,,peh,
Chichimeca-Jonaz,,pei,
Northern Pomo,,pej,
Penchal,,pek,
Pekal,,pel,
Phende,,pem,
Old Persian (ca. 600-400 B.C.),,peo,
Kunja,,pep,
Southern Pomo,,peq,
Western Persian,pes_Arab,pes,
Pémono,,pev,
Petats,pex_Latn,pex,
Petjo,,pey,
"Penan, Eastern",pez_Latn,pez,
Pááfang,,pfa,
Pere,,pfe,
Pfaelzisch,,pfl,
Sudanese Creole Arabic,,pga,
Pangwali,,pgg,
Pagi,,pgi,
Rerep,,pgk,
Pangseng,,pgs,
Pagu,,pgu,
Pa-Hng,,pha,
Phudagi,,phd,
Phuong,,phg,
Phukha,,phh,
Phake,,phk,
Phalura,phl_Arab,phl,
Phimbi,,phm,
Phoenician,,phn,
Phunoi,,pho,
Phana',,phq,
Pahari-Potwari,phr_Arab,phr,
Phu Thai,,pht,
Phuan,,phu,
Pahlavani,,phv,
Pima Bajo,,pia,
Yine,pib_Latn,pib,
Pinji,,pic,
Piaroa,,pid,
Piro,,pie,
Pingelapese,,pif,
Pitcairn-Norfolk,,pih,
Pini,,pii,
Yom,pil_Latn,pil,
Powhatan,,pim,
Piame,,pin,
Piapoco,,pio,
Pero,pip_Latn,pip,
Piratapuyo,pir_Latn,pir,
Pijin,pis_Latn,pis,
Pitta Pitta,,pit,
Pintupi-Luritja,,piu,
Vaeakau-Taumako,,piv,
Pimbwe,,piw,
Piu,,pix,
Piya-Kwonci,piy_Latn,piy,
Pije,,piz,
Pitjantjatjara,pjt_Latn,pjt,
Kipfokomo,pkb_Latn,pkb,
Pak-Tong,,pkg,
Pankhu,,pkh,
Pakanha,,pkn,
Pökoot,pko_Latn,pko,
Pukapuka,,pkp,
Attapady Kurumba,,pkr,
Maleng,,pkt,
Paku,,pku,
Miani,,pla,
Polonombauk,,plb,
Central Palawano,,plc,
Palu'e,,ple,
Pilagá,,plg,
Paulohi,,plh,
Pali,,pli,pi
Polci,,plj,
Kohistani Shina,plk_Arab,plk,
Shwe Palaung,,pll,
Palenquero,,pln,
Oluta Popoluca,,plo,
Palaic,,plq,
Palaka Senoufo,,plr,
"Popoloca, San Marcos Tlacoyalco",pls_Latn,pls,
Palikúr,,plu,
Southwest Palawano,,plv,
"Palawano, Brooke’s Point",plw_Latn,plw,
Bolyu,,ply,
Paluan,,plz,
Paama,,pma,
Pambia,,pmb,
Pallanganmiddang,,pmd,
Pwaamei,,pme,
Pamona,pmf_Latn,pmf,
Māhārāṣṭri Prākrit,,pmh,
Northern Pumi,,pmi,
Southern Pumi,,pmj,
Pomo,,pmm,
Pam,,pmn,
Pom,,pmo,
Northern Pame,pmq_Latn,pmq,
Paynamar,,pmr,
Piemontese,pms_Latn,pms,
Tuamotuan,,pmt,
Plains Miwok,,pmw,
Poumei Naga,,pmx,
Papuan Malay,pmy_Latn,pmy,
Southern Pame,,pmz,
Punan Bah-Biau,,pna,
Western Panjabi,pnb_Arab,pnb,
Pannei,,pnc,
Mpinda,,pnd,
Western Penan,pne_Latn,pne,
Pongu,,png,
Penrhyn,,pnh,
Aoheng,,pni,
Pinjarup,,pnj,
Paunaka,,pnk,
Paleni,,pnl,
Punan Batu 1,,pnm,
Pinai-Hagahai,,pnn,
Panobo,,pno,
Pancana,,pnp,
Pana (Burkina Faso),,pnq,
Panim,,pnr,
Ponosakan,,pns,
Pontic,,pnt,
Jiongnai Bunu,,pnu,
Pinigura,,pnv,
Panytyima,,pnw,
Phong-Kniang,,pnx,
Pinyin,pny_Latn,pny,
Pana (Central African Republic),,pnz,
Poqomam,poc_Latn,poc,
San Juan Atzingo Popoloca,poe_Latn,poe,
Poke,,pof,
Potiguára,,pog,
Poqomchi',poh_Latn,poh,
"Popoluca, Highland",poi_Latn,poi,
Polish,pol_Latn,pol,pl
Southeastern Pomo,,pom,
Pohnpeian,,pon,
Central Pomo,,poo,
Pwapwâ,,pop,
Texistepec Popoluca,,poq,
Portuguese,por_Latn,por,pt
Sayula Popoluca,,pos,
Potawatomi,,pot,
Upper Guinea Crioulo,pov_Latn,pov,
San Felipe Otlaltepec Popoloca,pow_Latn,pow,
Polabian,,pox,
Pogolo,poy_Latn,poy,
Papi,,ppe,
Paipai,,ppi,
Uma,ppk_Latn,ppk,
Pipil,,ppl,
Papuma,,ppm,
Papapana,,ppn,
Folopa,,ppo,
Pelende,,ppp,
Pei,,ppq,
"Popoloca, San Luís Temalacayuca",pps_Latn,pps,
Pare,,ppt,
Papora,,ppu,
Pa'a,,pqa,
Malecite-Passamaquoddy,,pqm,
Parachi,,prc,
Principense,,pre,
Paranan,prf_Latn,prf,
Prussian,,prg,
Porohanon,,prh,
Paicî,,pri,
"Wa, Parauk",prk_Latn,prk,
Kibiri,,prm,
Prasuni,,prn,
Old Provençal (to 1500),,pro,
Ashéninka Perené,prq_Latn,prq,
Puri,,prr,
Prai,prt_Thai,prt,
Puragi,,pru,
Parawen,,prw,
Purik,,prx,
Asue Awyu,,psa,
"Malay, Central",pse_Latn,pse,
Southwest Pashayi,,psh,
Southeast Pashayi,,psi,
Pauserna,,psm,
Panasuan,,psn,
Pasi,,psq,
Kaulong,pss_Latn,pss,
Central Pashto,pst_Arab,pst,
Sauraseni Prākrit,,psu,
Port Sandwich,,psw,
Piscataway,,psy,
Brazilian Portuguese,,pt-br,
Pai Tavytera,,pta,
Pataxó Hã-Ha-Hãe,,pth,
Wangkatha,,pti,
Patani,,ptn,
Zo'é,,pto,
Patep,,ptp,
Piamatsina,,ptr,
Enrekang,,ptt,
Bambam,ptu_Latn,ptu,
Port Vato,,ptv,
Pentlatch,,ptw,
Pathiya,,pty,
Western Highland Purepecha,pua_Latn,pua,
Purum,,pub,
Punan Aput,,pud,
Puelche,,pue,
Punan Merah,,puf,
Phuie,,pug,
Puinave,pui_Latn,pui,
Punan Tubu,,puj,
Puma,,pum,
Puoc,,puo,
Pulabu,,pup,
Puquina,,puq,
Puruborá,,pur,
Pushto,pus_Arab,pus,ps
Punu,,puu,
Puluwatese,,puw,
Puare,,pux,
Purisimeño,,puy,
Pawaia,,pwa,
Panawa,,pwb,
Gapapaiwa,pwg_Latn,pwg,
Patwin,,pwi,
Molbog,,pwm,
Paiwan,pwn_Latn,pwn,
Pwo Western Karen,,pwo,
Powari,,pwr,
"Karen, Pwo Northern",pww_Thai,pww,
"Mixe, Quetzaltepec",pxm_Latn,pxm,
Pye Krumen,,pye,
Fyam,,pym,
Poyanáwa,,pyn,
Puyuma,,pyu,
Pyu (Myanmar),,pyx,
Pyen,,pyy,
Para Naga,,pzn,
Quapaw,,qua,
"Quechua, Huallaga",qub_Latn,qub,
Quiché,quc_Latn,quc,
K’iche’,,quc-dialect_central,
Calderón Highland Quichua,,qud,
"Quechua, Lambayeque",quf_Latn,quf,
Chimborazo Highland Quichua,qug_Latn,qug,
"Quechua, South Bolivian",quh_Latn,quh,
Quileute,,qui,
Chachapoyas Quechua,,quk,
